outcome	description	group	predictor	adjustment	beta	SE	lower	upper	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note	bonferroni	fdr
727.5	Rupture of synovium	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4072	1	4071	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
727.6	Rupture of tendon, nontraumatic	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4077	6	4071	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
727.7	Contracture of tendon (sheath)	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4074	3	4071	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
727.8	Plica syndrome	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4079	8	4071	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
728	Disorders of muscle, ligament, and fascia	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4076	5	4071	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
728.1	Muscular calcification and ossification	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4074	3	4071	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
728.2	Laxity of ligament or hypermobility syndrome	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4074	3	4071	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
728.7	Fasciitis	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4083	12	4071	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
728.71	Contracture of palmar fascia [Dupuytren's disease]	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4072	1	4071	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
729	Other disorders of soft tissues	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4083	12	4071	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
729.1	Rheumatism, unspecified and fibrositis	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4072	1	4071	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
729.3	Panniculitis	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4073	2	4071	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
729.7	Nontraumatic compartment syndrome	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4072	1	4071	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
731	Osteitis deformans and osteopathies associated with other disorders classified elsewhere	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4117	1	4116	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
731.1	Osteitis deformans [Paget's disease of bone]	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4116	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
732	Osteochondropathies	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4131	15	4116	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
732.1	Juvenile osteochondrosis	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4124	8	4116	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
732.7	Osteochondritis dissecans	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4119	3	4116	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
733	Other disorders of bone and cartilage	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4125	9	4116	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
733.2	Cyst of bone	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4120	4	4116	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
733.4	Aseptic necrosis of bone	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4126	10	4116	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
733.6	Costochondritis	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4129	13	4116	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
733.8	Malunion and nonunion of fracture	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4130	14	4116	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
733.9	Chondromalacia	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4117	1	4116	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
735	Acquired foot deformities	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4266	12	4254	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
735.1	Flat foot	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4257	3	4254	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
735.2	Acquired toe deformities	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4256	2	4254	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
735.21	Hammer toe (acquired)	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4255	1	4254	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
735.22	Claw toe (acquired)	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4254	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
735.23	Hallux rigidus	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4254	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
735.3	Hallux valgus (Bunion)	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4256	2	4254	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
736	Other acquired deformities of limbs	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4261	7	4254	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
736.1	Acquired deformities of forearm	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4254	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
736.2	Acquired deformities of finger	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4258	4	4254	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
736.3	Acquired deformities of hip	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4255	1	4254	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
736.4	Genu valgum or varum (acquired)	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4254	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
736.5	Acquired deformities of knee	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4254	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
736.6	Unequal leg length (acquired)	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4254	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
737	Curvature of spine	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4293	39	4254	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
737.1	Kyphosis (acquired)	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4260	6	4254	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
737.2	Lordosis (acquired)	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4254	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
737.3	Kyphoscoliosis and scoliosis	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4290	36	4254	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
738	Other acquired musculoskeletal deformity	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4262	8	4254	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
738.4	Acquired spondylolisthesis	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4259	5	4254	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
739	Contracture of joint	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4268	14	4254	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
740	Osteoarthrosis	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4426	29	4397	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
740.1	Osteoarthritis; localized	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4405	8	4397	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
740.11	Osteoarthrosis, localized, primary	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4403	6	4397	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
740.12	Osteoarthrosis, localized, secondary	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4398	1	4397	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
740.2	Osteoarthrosis, generalized	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4400	3	4397	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
740.3	Osteoarthrosis involving more than one site, but not specified as generalized	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4398	1	4397	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
740.9	Osteoarthrosis NOS	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4417	20	4397	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
741.1	Ankylosis of joint	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4182	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
741.2	Stiffness of joint	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4212	30	4182	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
741.3	Difficulty in walking	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4194	12	4182	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
741.4	Joint effusions	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4214	32	4182	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
741.5	Hemarthrosis	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4184	2	4182	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
741.6	Villonodular synovitis	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4182	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
742	Derangement of joint, non-traumatic	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4208	26	4182	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
742.1	Loose body in joint	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4182	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
742.2	Pathological, developmental or recurrent dislocation	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4188	6	4182	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
742.8	Articular cartilage disorder	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4182	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
742.9	Other derangement of joint	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4202	20	4182	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
743.1	Osteoporosis	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4380	23	4357	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
743.11	Osteoporosis NOS	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4374	17	4357	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
743.12	Senile osteoporosis	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4360	3	4357	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
743.13	Other specified osteoporosis	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4363	6	4357	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
743.2	Pathologic fracture	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4365	8	4357	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
743.21	Pathologic fracture of vertebrae	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4357	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
743.22	Pathologic fracture of femur	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4357	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
743.4	Stress fracture	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4358	1	4357	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
743.9	Osteopenia or other disorder of bone and cartilage	musculoskeletal	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4382	25	4357	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
747.1	Cardiac congenital anomalies	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4447	48	4399	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
747.11	Cardiac shunt/ heart septal defect	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4432	33	4399	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
747.12	Valvular heart disease/ heart chambers	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4419	20	4399	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
747.13	Congenital anomalies of great vessels	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4414	15	4399	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
747.2	Congenital anomalies of peripheral vascular system	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4401	2	4399	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
748	Anomalies of respiratory system, congenital	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4470	1	4469	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
749	Congenital anomalies of face and neck	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4474	5	4469	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
749.1	Cleft palate	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4202	1	4201	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
749.2	Congenital anomalies of skull and face bones	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4469	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
750	Digestive congenital anomalies	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4422	6	4416	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
750.1	Upper gastrointestinal congenital anomalies	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4419	3	4416	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
750.11	Esophageal atresia/tracheoesophageal fistula	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4416	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
750.13	Congenital anomalies of mouth/tongue	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4419	3	4416	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
750.14	Congenital anomalies of esophagus	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4416	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
750.15	Congenital anomalies of stomach	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4416	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
750.2	Lower gastrointestinal congenital anomalies	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4419	3	4416	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
750.21	Congenital anomalies of intestine	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4418	2	4416	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
750.22	Congenital anomaly of gallbladder, bile ducts, liver, pancreas	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4417	1	4416	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
750.5	Congenital hypertrophic pyloric stenosis	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4416	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
751	Genitourinary congenital anomalies	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4437	21	4416	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
751.1	Congenital anomalies of genital organs	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4428	12	4416	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
751.11	Congenital anomalies of female genital organs	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	2693	7	2686	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
751.12	Congenital anomalies of male genital organs	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	1735	5	1730	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
751.2	Congenital anomalies of urinary system	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4425	9	4416	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
751.21	Cystic kidney disease	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4417	1	4416	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
751.22	Other specified congenital anomalies of kidney	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4420	4	4416	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
751.3	Obstructive genitourinary defect	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4416	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
752	Nervous system congenital anomalies	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4457	9	4448	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
752.1	Neural tube defects	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4454	6	4448	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
752.11	Spina bifida	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4454	6	4448	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
752.2	Other specified congenital anomalies of nervous system	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4450	2	4448	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
753	Congenital anomalies of the eye	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4451	3	4448	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
753.1	Congenital cataract and lens anomalies	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4449	1	4448	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
753.2	Congenital anomalies of posterior segment of eye	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4449	1	4448	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
754	Congenital musculoskeletal deformities of spine	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4433	5	4428	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
754.1	Lumbosacral spondylolysis, congenital	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4430	2	4428	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
754.2	Spondylolisthesis, congenital	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4430	2	4428	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
755	Congenital anomalies of limbs	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4437	9	4428	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
755.1	Congenital deformities of feet	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4430	2	4428	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
755.3	Congenital anomaly of fingers/toes	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4428	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
755.4	Congenital anomalies of upper limb, including shoulder girdle	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4429	1	4428	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
755.6	Other congenital anomalies of lower limb, including pelvic girdle	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4434	6	4428	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
755.61	Congenital hip dysplasia and deformity	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4432	4	4428	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
756	Other congenital musculoskeletal anomalies	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4437	9	4428	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
756.1	Congenital anomalies of abdominal wall; diaphram	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4428	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
756.2	Pectus and other congenital anomalies of ribs/sternum	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4430	2	4428	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
756.21	Pectus excavatum	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4430	2	4428	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
756.22	Pectus carinatum	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4428	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
756.3	Congenital anomalies of muscle, tendon, fascia, and connective tissue	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4432	4	4428	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
756.5	Congenital osteodystrophies	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4430	2	4428	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
757	Congenital anomalies of the integument	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4433	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
758	Chromosomal anomalies and genetic disorders	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4445	12	4433	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
758.1	Chromosomal anomalies	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4440	7	4433	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
759	Other and unspecified congenital anomalies	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4443	10	4433	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
759.1	Anomalies of endocrine glands, congenital	congenital anomalies	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4434	1	4433	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
763	Thoracic or lumbosacral neuritis or radiculitis, unspecified	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4371	28	4343	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
764	Sciatica	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4358	15	4343	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
765	Cervical radiculitis	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4351	8	4343	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
766	Neuralgia, neuritis, and radiculitis NOS	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4364	21	4343	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
767	Cervicocranial/Cervicobrachial syndrome	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4343	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
769	Nonallopathic lesions NEC	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4487	1	4486	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
771	Musculoskeletal symptoms referable to limbs	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4268	13	4255	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
771.2	Cramp of limb	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4255	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
772	Symptoms of the muscles	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4279	6	4273	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
772.1	Muscular wasting and disuse atrophy	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4277	4	4273	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
772.2	Spasm of muscle	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4320	47	4273	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
772.3	Muscle weakness	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4310	37	4273	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
772.4	Rhabdomyolysis	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4286	13	4273	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
772.6	Facial weakness	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4273	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
780	Hypothermia/Chills	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4482	3	4479	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
781	Symptoms involving nervous and musculoskeletal systems	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4455	5	4450	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
781.2	Abnormal posture	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4457	7	4450	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
782	Symptoms involving skin and other integumentary tissue	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4289	5	4284	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
782.6	Pallor and flushing	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4287	3	4284	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
783.1	Postprocedural fever	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3810	2	3808	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
789.1	Persistent vomiting	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3619	10	3609	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
790	Nonspecific findings on examination of blood	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4489	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
790.1	Elevated sedimentation rate	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4489	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
